Retention Index,Retention Time,Area,Height,Width,Plate Count
0.0,10.7885491,2796901.0,61795.0,0.06666799999999995,145077.81166250017
0.0,8.3301666,29901031.0,1046093.0,0.04500089999999979,189834.3239506191
